StartCluster,EndCluster,Passengers
66,13.0,129
66,14.0,152
66,15.0,121
66,16.0,59
66,17.0,164
66,18.0,141
66,19.0,129
66,20.0,109
66,22.0,156
66,23.0,156
66,24.0,89
66,25.0,117
66,26.0,149
66,27.0,161
66,28.0,118
66,29.0,166
66,30.0,71
66,31.0,141
66,32.0,113
66,33.0,168
66,35.0,167
66,36.0,152
66,37.0,104
66,38.0,97
66,39.0,161
66,40.0,137
66,41.0,168
66,42.0,156
66,43.0,152
66,44.0,168
66,45.0,121
66,46.0,113
66,47.0,133
66,49.0,156
66,50.0,121
66,51.0,156
66,52.0,166
66,53.0,149
66,54.0,150
66,56.0,141
66,57.0,168
66,58.0,125
66,59.0,161
66,60.0,133
66,61.0,133
66,62.0,101
66,63.0,97
66,64.0,74
66,65.0,109
66,69.0,168
66,70.0,161
66,71.0,159
66,67.0,137
66,72.0,144
66,76.0,166
66,68.0,97
66,74.0,85
66,73.0,149
66,82.0,169
66,84.0,156
66,80.0,149
66,78.0,129
66,79.0,129
66,85.0,141
66,75.0,109
66,86.0,164
66,89.0,141
66,92.0,168
66,93.0,169
66,87.0,137
66,98.0,156
66,91.0,144
66,88.0,133
66,95.0,156
66,90.0,133
66,103.0,161
66,96.0,137
66,104.0,164
66,94.0,109
66,105.0,166
66,106.0,144
66,99.0,141
66,100.0,109
66,107.0,145
66,102.0,89
66,113.0,168
66,116.0,168
66,114.0,166
66,117.0,168
66,108.0,121
66,112.0,125
66,109.0,65
66,115.0,117
66,119.0,156
66,118.0,152
66,122.0,161
66,124.0,131
66,111.0,101
66,110.0,93
66,121.0,141
66,125.0,169
66,120.0,137
66,123.0,117
66,126.0,117
66,129.0,129
66,128.0,121
67,21.0,8030
67,55.0,6946
67,48.0,7170
67,7.0,6493
67,101.0,6042
67,34.0,6946
67,127.0,6946
67,83.0,7610
67,97.0,6493
67,81.0,7823
67,77.0,7610
67,0.0,8277
67,1.0,8418
67,2.0,9043
67,3.0,8030
67,4.0,6946
67,5.0,9303
67,6.0,9332
67,8.0,9332
67,9.0,9069
67,10.0,6267
67,11.0,6576
67,12.0,6946
67,13.0,9290
67,14.0,9242
67,15.0,9205
67,16.0,7170
67,17.0,8912
67,18.0,8877
67,19.0,8877
67,20.0,9335
67,22.0,5379
67,23.0,6267
67,24.0,9043
67,25.0,9290
67,26.0,9290
67,27.0,7823
67,28.0,6946
67,29.0,9242
67,30.0,8030
67,31.0,7843
67,32.0,8277
67,33.0,8229
67,35.0,9335
67,36.0,8761
67,37.0,9303
67,38.0,9154
67,39.0,8597
67,40.0,8277
67,41.0,7170
67,42.0,7170
67,43.0,8877
67,44.0,8912
67,45.0,9154
67,46.0,8616
67,47.0,9332
67,49.0,7392
67,50.0,9205
67,51.0,8418
67,52.0,7170
67,53.0,9205
67,54.0,6720
67,56.0,8277
67,57.0,7170
67,58.0,6576
67,59.0,8877
67,60.0,9303
67,61.0,8616
67,62.0,9205
67,63.0,9154
67,64.0,8229
67,65.0,8616
67,66.0,7610
67,68.0,9154
67,72.0,9290
67,73.0,9335
67,71.0,9043
67,69.0,8912
67,70.0,6493
67,78.0,7289
67,75.0,9335
67,80.0,8877
67,84.0,8616
67,79.0,8877
67,74.0,8762
67,86.0,9290
67,82.0,9242
67,76.0,7823
67,87.0,9332
67,88.0,9205
67,89.0,8229
67,90.0,9335
67,96.0,6576
67,85.0,6493
67,95.0,9069
67,93.0,9303
67,91.0,8597
67,94.0,9335
67,92.0,9043
67,99.0,9069
67,106.0,7843
67,104.0,9332
67,108.0,7843
67,98.0,5819
67,100.0,9303
67,102.0,8912
67,107.0,9205
67,103.0,6493
67,105.0,6946
67,110.0,9332
67,111.0,9154
67,121.0,7843
67,112.0,9303
67,109.0,7610
67,119.0,9043
67,115.0,9332
67,120.0,9335
67,114.0,6042
67,117.0,7392
67,126.0,8277
67,113.0,6493
67,116.0,8418
67,124.0,6720
67,128.0,9205
67,122.0,6493
67,118.0,5819
67,123.0,8912
67,125.0,8597
67,129.0,9303
68,21.0,120
68,55.0,102
68,48.0,106
68,7.0,94
68,101.0,85
68,34.0,102
68,127.0,98
68,83.0,115
68,97.0,89
68,81.0,115
68,77.0,115
68,0.0,192
68,1.0,129
68,2.0,179
68,3.0,124
68,4.0,102
68,5.0,194
68,6.0,175
68,8.0,175
68,9.0,166
68,10.0,89
68,11.0,190
68,12.0,98
68,13.0,175
68,14.0,161
68,15.0,194
68,16.0,138
68,17.0,143
68,18.0,188
68,19.0,194
68,20.0,194
68,22.0,71
68,23.0,85
68,24.0,182
68,25.0,162
68,26.0,178
68,27.0,120
68,28.0,102
68,29.0,161
68,30.0,157
68,31.0,193
68,32.0,178
68,33.0,129
68,35.0,170
68,36.0,143
68,37.0,192
68,38.0,150
68,39.0,138
68,40.0,193
68,41.0,106
68,42.0,106
68,43.0,188
68,44.0,148
68,45.0,152
68,46.0,175
68,47.0,170
68,49.0,111
68,50.0,193
68,51.0,134
68,52.0,106
68,53.0,182
68,54.0,98
68,56.0,192
68,57.0,106
68,58.0,185
68,59.0,185
68,60.0,166
68,61.0,193
68,62.0,161
68,63.0,179
68,64.0,166
68,65.0,171
68,66.0,111
68,67.0,190
68,69.0,148
68,75.0,194
68,72.0,175
68,79.0,191
68,70.0,94
68,73.0,170
68,71.0,152
68,74.0,178
68,80.0,188
68,78.0,185
68,84.0,190
68,88.0,182
68,76.0,120
68,86.0,178
68,87.0,175
68,82.0,161
68,90.0,170
68,89.0,129
68,94.0,162
68,85.0,94
68,93.0,166
68,96.0,190
68,95.0,185
68,100.0,136
68,91.0,134
68,102.0,179
68,92.0,152
68,99.0,185
68,98.0,82
68,104.0,175
68,106.0,193
68,111.0,188
68,103.0,94
68,108.0,182
68,107.0,182
68,105.0,102
68,115.0,194
68,110.0,152
68,109.0,152
68,112.0,166
68,116.0,134
68,119.0,152
68,113.0,94
68,121.0,194
68,114.0,85
68,120.0,170
68,117.0,111
68,126.0,178
68,125.0,138
68,128.0,188
68,123.0,148
68,118.0,82
68,122.0,94
68,124.0,98
68,129.0,166
69,21.0,1794
69,55.0,1495
69,48.0,1554
69,7.0,1379
69,101.0,1268
69,34.0,1495
69,127.0,1495
69,83.0,1734
69,97.0,1379
69,81.0,1734
69,77.0,1674
69,0.0,2485
69,1.0,2094
69,2.0,1794
69,3.0,2371
69,4.0,2494
69,5.0,2032
69,6.0,2416
69,8.0,2301
69,9.0,1974
69,10.0,2445
69,11.0,2341
69,12.0,2485
69,13.0,2340
69,14.0,2485
69,15.0,2248
69,16.0,1214
69,17.0,1947
69,18.0,2445
69,19.0,2340
69,20.0,2089
69,22.0,2248
69,23.0,2416
69,24.0,1794
69,25.0,2144
69,26.0,2469
69,27.0,2423
69,28.0,2494
69,29.0,2371
69,30.0,1436
69,31.0,2445
69,32.0,2144
69,33.0,2301
69,35.0,2301
69,36.0,2485
69,37.0,2032
69,38.0,1915
69,39.0,2094
69,40.0,2381
69,41.0,2493
69,42.0,2482
69,43.0,2485
69,44.0,1503
69,45.0,2248
69,46.0,2144
69,47.0,2381
69,49.0,2482
69,50.0,2248
69,51.0,2210
69,52.0,2493
69,53.0,2469
69,54.0,2485
69,56.0,2416
69,57.0,2493
69,58.0,2296
69,59.0,2482
69,60.0,2340
69,61.0,2381
69,62.0,1915
69,63.0,1915
69,64.0,1495
69,65.0,2089
69,66.0,2482
69,67.0,2381
69,68.0,1915
69,70.0,2485
69,71.0,2493
69,73.0,2485
69,72.0,2445
69,76.0,2301
69,82.0,2094
69,75.0,2089
69,80.0,2485
69,79.0,2340
69,74.0,1734
69,86.0,2423
69,84.0,2493
69,78.0,2296
69,89.0,2210
69,85.0,2469
69,92.0,1947
69,88.0,2381
69,87.0,2381
69,90.0,2381
69,93.0,2094
69,91.0,2445
69,95.0,2494
69,98.0,2416
69,96.0,2381
69,99.0,2416
69,94.0,2089
69,104.0,2423
69,100.0,2032
69,105.0,2494
69,103.0,2469
69,106.0,2469
69,107.0,2469
69,102.0,1794
69,113.0,2469
69,116.0,2094
69,108.0,2248
69,117.0,2482
69,119.0,2493
69,111.0,1915
69,112.0,2296
69,118.0,2416
69,109.0,1379
69,122.0,2485
69,125.0,1503
69,120.0,2416
69,121.0,2445
69,110.0,1855
69,114.0,2416
69,115.0,2144
69,124.0,2485
69,123.0,2198
69,129.0,2296
69,128.0,2248
69,126.0,2198
70,21.0,25
70,55.0,20
70,48.0,21
70,7.0,18
70,101.0,16
70,34.0,20
70,127.0,20
70,83.0,23
70,97.0,18
70,81.0,24
70,77.0,23
70,0.0,45
70,1.0,53
70,2.0,25
70,3.0,55
70,4.0,38
70,5.0,29
70,6.0,41
70,8.0,53
70,9.0,29
70,10.0,55
70,11.0,38
70,12.0,48
70,13.0,36
70,14.0,45
70,15.0,34
70,16.0,15
70,17.0,56
70,18.0,43
70,19.0,36
70,20.0,31
70,22.0,38
70,23.0,47
70,24.0,25
70,25.0,33
70,26.0,44
70,27.0,53
70,28.0,51
70,29.0,51
70,30.0,19
70,31.0,43
70,32.0,33
70,33.0,53
70,35.0,53
70,36.0,45
70,37.0,30
70,38.0,28
70,39.0,55
70,40.0,40
70,41.0,54
70,42.0,48
70,43.0,45
70,44.0,55
70,45.0,35
70,46.0,31
70,47.0,40
70,49.0,52
70,50.0,35
70,51.0,55
70,52.0,47
70,53.0,44
70,54.0,49
70,56.0,41
70,57.0,50
70,58.0,36
70,59.0,49
70,60.0,38
70,61.0,40
70,62.0,28
70,63.0,28
70,64.0,20
70,65.0,31
70,66.0,53
70,67.0,38
70,68.0,26
70,69.0,55
70,71.0,48
70,73.0,45
70,82.0,54
70,76.0,52
70,80.0,44
70,72.0,43
70,85.0,54
70,86.0,50
70,84.0,47
70,79.0,36
70,89.0,55
70,78.0,36
70,87.0,40
70,75.0,31
70,92.0,55
70,93.0,55
70,88.0,40
70,98.0,55
70,74.0,24
70,90.0,39
70,95.0,47
70,91.0,43
70,96.0,40
70,103.0,38
70,99.0,41
70,94.0,31
70,105.0,33
70,104.0,51
70,106.0,44
70,108.0,35
70,113.0,47
70,107.0,43
70,102.0,25
70,100.0,30
70,112.0,36
70,110.0,26
70,116.0,54
70,117.0,49
70,118.0,47
70,114.0,44
70,109.0,18
70,111.0,28
70,122.0,47
70,119.0,48
70,120.0,41
70,121.0,43
70,115.0,33
70,125.0,55
70,124.0,51
70,129.0,36
70,126.0,34
70,123.0,34
70,128.0,35
71,21.0,3462
71,55.0,3016
71,48.0,3110
71,7.0,2827
71,101.0,2637
71,34.0,3016
71,127.0,3016
71,83.0,3378
71,97.0,2827
71,81.0,3378
71,77.0,3291
71,0.0,3927
71,1.0,3889
71,2.0,3016
71,3.0,3805
71,4.0,3462
71,5.0,3291
71,6.0,3816
71,8.0,3625
71,9.0,3291
71,10.0,3202
71,11.0,3805
71,12.0,3462
71,13.0,3928
71,14.0,2767
71,15.0,3617
71,16.0,2084
71,17.0,3927
71,18.0,3909
71,19.0,3750
71,20.0,3378
71,22.0,2827
71,23.0,3202
71,24.0,3016
71,25.0,3542
71,26.0,3625
71,27.0,3750
71,28.0,3462
71,29.0,3067
71,30.0,2448
71,31.0,3915
71,32.0,3542
71,33.0,3852
71,35.0,3482
71,36.0,3067
71,37.0,3291
71,38.0,3110
71,39.0,3915
71,40.0,3852
71,41.0,3542
71,42.0,3542
71,43.0,3927
71,44.0,3927
71,45.0,3928
71,46.0,3462
71,47.0,3909
71,49.0,3617
71,50.0,3687
71,51.0,3889
71,52.0,3542
71,53.0,3816
71,54.0,3378
71,56.0,3889
71,57.0,3542
71,58.0,3750
71,59.0,3909
71,60.0,3909
71,61.0,3805
71,62.0,3202
71,63.0,3202
71,64.0,2542
71,65.0,3462
71,66.0,3686
71,67.0,3805
71,68.0,3110
71,69.0,3927
71,70.0,3378
71,73.0,3067
71,72.0,3735
71,82.0,3625
71,86.0,3873
71,74.0,2827
71,78.0,3687
71,84.0,3873
71,87.0,3909
71,80.0,3927
71,91.0,3482
71,76.0,3805
71,79.0,3750
71,75.0,3378
71,88.0,3927
71,85.0,3291
71,93.0,3735
71,92.0,3873
71,89.0,3889
71,90.0,3909
71,95.0,3816
71,96.0,3805
71,104.0,3816
71,99.0,3873
71,107.0,3816
71,103.0,3291
71,100.0,3291
71,94.0,3378
71,108.0,3617
71,112.0,3928
71,102.0,2922
71,98.0,3110
71,106.0,3915
71,105.0,3542
71,110.0,3016
71,111.0,3110
71,119.0,2368
71,109.0,2263
71,120.0,3816
71,115.0,3462
71,116.0,3889
71,113.0,3291
71,117.0,3687
71,114.0,3110
71,118.0,3110
71,123.0,3889
71,125.0,3928
71,129.0,3928
71,122.0,3378
71,126.0,3542
71,121.0,3889
71,124.0,3378
71,128.0,3617
72,21.0,10589
72,55.0,9945
72,48.0,9945
72,7.0,9519
72,101.0,9049
72,34.0,9739
72,127.0,9738
72,83.0,10460
72,97.0,9288
72,81.0,10460
72,77.0,10460
72,0.0,9967
72,1.0,10135
72,2.0,9519
72,3.0,9739
72,4.0,8550
72,5.0,10135
72,6.0,7607
72,8.0,10647
72,9.0,10135
72,10.0,7773
72,11.0,10794
72,12.0,8550
72,13.0,9574
72,14.0,9574
72,15.0,10690
72,16.0,6989
72,17.0,10589
72,18.0,9072
72,19.0,10794
72,20.0,10460
72,22.0,6730
72,23.0,7773
72,24.0,9519
72,25.0,10589
72,26.0,7607
72,27.0,9738
72,28.0,8550
72,29.0,10647
72,30.0,8034
72,31.0,10491
72,32.0,10589
72,33.0,9945
72,35.0,10746
72,36.0,10647
72,37.0,10308
72,38.0,9945
72,39.0,10308
72,40.0,10746
72,41.0,8803
72,42.0,8803
72,43.0,9574
72,44.0,10589
72,45.0,9967
72,46.0,10460
72,47.0,9072
72,49.0,9049
72,50.0,10761
72,51.0,10135
72,52.0,8803
72,53.0,7607
72,54.0,8294
72,56.0,10647
72,57.0,8803
72,58.0,10797
72,59.0,9574
72,60.0,8432
72,61.0,10746
72,62.0,9945
72,63.0,9945
72,64.0,8294
72,65.0,10460
72,66.0,9288
72,67.0,10746
72,68.0,9739
72,69.0,10589
72,70.0,8294
72,71.0,10267
72,73.0,8432
72,74.0,9049
72,75.0,10308
72,80.0,9574
72,84.0,9072
72,78.0,10797
72,79.0,10797
72,82.0,10794
72,76.0,9738
72,88.0,9072
72,87.0,9072
72,86.0,10267
72,90.0,9072
72,85.0,8034
72,89.0,10135
72,95.0,8432
72,99.0,8432
72,91.0,10794
72,94.0,10308
72,93.0,10794
72,92.0,10761
72,96.0,10746
72,100.0,10135
72,98.0,7511
72,107.0,7607
72,104.0,10491
72,103.0,8034
72,102.0,9288
72,106.0,10491
72,105.0,8550
72,108.0,10690
72,112.0,9967
72,109.0,7511
72,110.0,9519
72,120.0,7607
72,115.0,10589
72,111.0,9945
72,116.0,10135
72,119.0,10491
72,114.0,7511
72,117.0,9049
72,113.0,8034
72,118.0,7511
72,121.0,10647
72,123.0,10267
72,129.0,9967
72,122.0,8294
72,128.0,10690
72,124.0,8294
72,125.0,10460
72,126.0,10589
73,21.0,361
73,55.0,330
73,48.0,338
73,7.0,313
73,101.0,294
73,34.0,330
73,127.0,321
73,83.0,353
73,97.0,304
73,81.0,353
73,77.0,353
73,0.0,366
73,1.0,367
73,2.0,321
73,3.0,353
73,4.0,313
73,5.0,353
73,6.0,340
73,8.0,379
73,9.0,353
73,10.0,294
73,11.0,384
73,12.0,313
73,13.0,374
73,14.0,231
73,15.0,377
73,16.0,230
73,17.0,381
73,18.0,366
73,19.0,383
73,20.0,361
73,22.0,248
73,23.0,285
73,24.0,321
73,25.0,367
73,26.0,270
73,27.0,353
73,28.0,321
73,29.0,340
73,30.0,267
73,31.0,383
73,32.0,367
73,33.0,361
73,35.0,374
73,36.0,340
73,37.0,353
73,38.0,338
73,39.0,377
73,40.0,384
73,41.0,330
73,42.0,330
73,43.0,374
73,44.0,383
73,45.0,379
73,46.0,367
73,47.0,366
73,49.0,330
73,50.0,377
73,51.0,367
73,52.0,330
73,53.0,322
73,54.0,304
73,56.0,384
73,57.0,330
73,58.0,381
73,59.0,354
73,60.0,366
73,61.0,384
73,62.0,338
73,63.0,338
73,64.0,276
73,65.0,361
73,66.0,338
73,67.0,384
73,68.0,338
73,69.0,383
73,70.0,313
73,71.0,299
73,72.0,299
73,74.0,304
73,75.0,353
73,78.0,381
73,76.0,353
73,84.0,354
73,80.0,366
73,87.0,354
73,82.0,374
73,86.0,379
73,79.0,381
73,85.0,304
73,95.0,322
73,88.0,366
73,90.0,366
73,93.0,383
73,91.0,366
73,89.0,367
73,92.0,384
73,99.0,354
73,107.0,322
73,96.0,384
73,106.0,383
73,104.0,383
73,94.0,361
73,102.0,321
73,98.0,276
73,100.0,353
73,105.0,321
73,108.0,377
73,109.0,257
73,112.0,379
73,110.0,330
73,103.0,304
73,119.0,322
73,120.0,340
73,111.0,338
73,115.0,367
73,116.0,372
73,114.0,285
73,118.0,276
73,117.0,338
73,113.0,304
73,121.0,383
73,123.0,383
73,129.0,374
73,122.0,313
73,125.0,377
73,124.0,313
73,126.0,372
73,128.0,372
74,21.0,114
74,55.0,96
74,48.0,96
74,7.0,84
74,101.0,76
74,34.0,92
74,127.0,92
74,83.0,110
74,97.0,84
74,81.0,110
74,77.0,110
74,0.0,195
74,1.0,124
74,2.0,183
74,3.0,114
74,4.0,92
74,5.0,207
74,6.0,170
74,8.0,170
74,9.0,164
74,10.0,84
74,11.0,191
74,12.0,92
74,13.0,174
74,14.0,159
74,15.0,206
74,16.0,202
74,17.0,139
74,18.0,191
74,19.0,206
74,20.0,205
74,22.0,65
74,23.0,80
74,24.0,124
74,25.0,204
74,26.0,179
74,27.0,114
74,28.0,96
74,29.0,159
74,30.0,175
74,31.0,201
74,32.0,174
74,33.0,119
74,35.0,170
74,36.0,139
74,37.0,184
74,38.0,191
74,39.0,134
74,40.0,201
74,41.0,100
74,42.0,100
74,43.0,187
74,44.0,144
74,45.0,149
74,46.0,174
74,47.0,169
74,49.0,100
74,50.0,205
74,51.0,124
74,52.0,100
74,53.0,179
74,54.0,88
74,56.0,198
74,57.0,100
74,58.0,187
74,59.0,187
74,60.0,159
74,61.0,207
74,62.0,154
74,63.0,191
74,64.0,161
74,65.0,170
74,66.0,105
74,67.0,195
74,68.0,191
74,69.0,144
74,70.0,92
74,71.0,149
74,72.0,174
74,73.0,164
74,75.0,208
74,78.0,187
74,79.0,208
74,80.0,191
74,76.0,114
74,84.0,191
74,82.0,159
74,86.0,179
74,87.0,174
74,88.0,183
74,96.0,195
74,90.0,170
74,89.0,124
74,85.0,84
74,91.0,129
74,93.0,159
74,94.0,201
74,95.0,187
74,92.0,149
74,100.0,198
74,99.0,183
74,102.0,183
74,98.0,76
74,106.0,198
74,109.0,192
74,104.0,174
74,107.0,179
74,108.0,183
74,111.0,161
74,103.0,84
74,105.0,96
74,115.0,198
74,112.0,159
74,110.0,149
74,113.0,84
74,114.0,76
74,121.0,204
74,120.0,170
74,128.0,207
74,118.0,76
74,117.0,105
74,123.0,144
74,116.0,124
74,122.0,88
74,126.0,179
74,119.0,144
74,125.0,134
74,129.0,159
74,124.0,88
75,21.0,192
75,55.0,166
75,48.0,166
75,7.0,153
75,101.0,141
75,34.0,159
75,127.0,159
75,83.0,186
75,97.0,147
75,81.0,186
75,77.0,186
75,0.0,278
75,1.0,206
75,2.0,277
75,3.0,192
75,4.0,159
75,5.0,195
75,6.0,261
75,8.0,261
75,9.0,256
75,10.0,147
75,11.0,278
75,12.0,159
75,13.0,265
75,14.0,251
75,15.0,270
75,16.0,250
75,17.0,226
75,18.0,277
75,19.0,270
75,20.0,216
75,22.0,117
75,23.0,141
75,24.0,277
75,25.0,264
75,26.0,269
75,27.0,192
75,28.0,166
75,29.0,250
75,30.0,269
75,31.0,277
75,32.0,265
75,33.0,199
75,35.0,261
75,36.0,226
75,37.0,257
75,38.0,278
75,39.0,219
75,40.0,277
75,41.0,172
75,42.0,172
75,43.0,275
75,44.0,232
75,45.0,238
75,46.0,265
75,47.0,261
75,49.0,179
75,50.0,257
75,51.0,206
75,52.0,172
75,53.0,269
75,54.0,159
75,56.0,278
75,57.0,172
75,58.0,275
75,59.0,275
75,60.0,250
75,61.0,264
75,62.0,244
75,63.0,278
75,64.0,273
75,65.0,261
75,66.0,179
75,67.0,278
75,68.0,278
75,69.0,232
75,70.0,159
75,71.0,238
75,72.0,265
75,73.0,256
75,74.0,278
75,79.0,257
75,78.0,275
75,80.0,277
75,84.0,277
75,82.0,251
75,76.0,192
75,86.0,269
75,88.0,273
75,90.0,261
75,87.0,265
75,94.0,270
75,93.0,256
75,95.0,275
75,85.0,147
75,91.0,213
75,100.0,274
75,92.0,238
75,96.0,278
75,102.0,277
75,99.0,273
75,104.0,265
75,89.0,206
75,98.0,135
75,106.0,278
75,105.0,166
75,111.0,270
75,107.0,269
75,103.0,153
75,109.0,261
75,110.0,238
75,115.0,245
75,108.0,273
75,112.0,250
75,121.0,274
75,113.0,153
75,116.0,206
75,114.0,135
75,119.0,238
75,117.0,179
75,118.0,135
75,123.0,232
75,120.0,261
75,122.0,153
75,128.0,216
75,126.0,269
75,124.0,153
75,129.0,256
75,125.0,219
76,21.0,264
76,55.0,214
76,48.0,224
76,7.0,196
76,101.0,178
76,34.0,214
76,127.0,214
76,83.0,243
76,97.0,196
76,81.0,243
76,77.0,243
76,0.0,414
76,1.0,310
76,2.0,264
76,3.0,440
76,4.0,414
76,5.0,295
76,6.0,389
76,8.0,441
76,9.0,295
76,10.0,398
76,11.0,369
76,12.0,414
76,13.0,359
76,14.0,414
76,15.0,338
76,16.0,170
76,17.0,429
76,18.0,398
76,19.0,359
76,20.0,306
76,22.0,349
76,23.0,389
76,24.0,264
76,25.0,327
76,26.0,406
76,27.0,440
76,28.0,421
76,29.0,440
76,30.0,205
76,31.0,398
76,32.0,327
76,33.0,441
76,35.0,441
76,36.0,414
76,37.0,295
76,38.0,274
76,39.0,435
76,40.0,380
76,41.0,427
76,42.0,344
76,43.0,414
76,44.0,391
76,45.0,349
76,46.0,317
76,47.0,380
76,49.0,433
76,50.0,349
76,51.0,441
76,52.0,427
76,53.0,406
76,54.0,414
76,56.0,389
76,57.0,427
76,58.0,359
76,59.0,433
76,60.0,369
76,61.0,369
76,62.0,285
76,63.0,285
76,64.0,214
76,65.0,317
76,66.0,433
76,67.0,369
76,68.0,274
76,69.0,407
76,70.0,414
76,71.0,427
76,72.0,398
76,73.0,406
76,74.0,243
76,75.0,306
76,78.0,359
76,82.0,439
76,79.0,359
76,86.0,437
76,80.0,406
76,84.0,421
76,89.0,441
76,85.0,406
76,92.0,429
76,87.0,380
76,93.0,435
76,88.0,380
76,91.0,398
76,90.0,380
76,95.0,421
76,96.0,380
76,98.0,380
76,99.0,389
76,94.0,317
76,104.0,440
76,100.0,306
76,105.0,421
76,103.0,406
76,107.0,398
76,106.0,406
76,102.0,264
76,116.0,344
76,117.0,433
76,110.0,274
76,113.0,406
76,119.0,421
76,112.0,359
76,111.0,285
76,114.0,389
76,120.0,389
76,115.0,327
76,118.0,380
76,108.0,349
76,109.0,196
76,121.0,398
76,122.0,406
76,124.0,414
76,125.0,407
76,123.0,338
76,129.0,359
76,126.0,338
76,128.0,349
77,21.0,0
77,34.0,0
77,97.0,0
77,81.0,0
77,83.0,0
77,48.0,0
77,127.0,0
77,7.0,0
77,55.0,0
77,101.0,0
77,6.0,0
77,0.0,0
77,8.0,0
77,5.0,0
77,15.0,0
77,1.0,0
77,9.0,0
77,14.0,0
77,11.0,0
77,12.0,0
77,3.0,0
77,4.0,0
77,13.0,0
77,2.0,0
77,18.0,0
77,10.0,0
77,26.0,0
77,19.0,0
77,24.0,0
77,16.0,0
77,22.0,0
77,23.0,0
77,20.0,0
77,32.0,0
77,31.0,0
77,17.0,0
77,25.0,0
77,33.0,0
77,27.0,0
77,28.0,0
77,40.0,0
77,45.0,0
77,30.0,0
77,47.0,0
77,36.0,0
77,37.0,0
77,43.0,0
77,35.0,0
77,53.0,0
77,46.0,0
77,44.0,0
77,42.0,0
77,29.0,0
77,38.0,0
77,60.0,0
77,50.0,0
77,54.0,0
77,41.0,0
77,39.0,0
77,56.0,0
77,59.0,0
77,49.0,0
77,52.0,0
77,57.0,0
77,51.0,0
77,69.0,0
77,72.0,0
77,58.0,0
77,62.0,0
77,65.0,0
77,71.0,0
77,63.0,0
77,73.0,0
77,64.0,0
77,61.0,0
77,67.0,0
77,84.0,0
77,80.0,0
77,87.0,0
77,66.0,0
77,86.0,0
77,90.0,0
77,74.0,0
77,88.0,0
77,79.0,0
77,78.0,0
77,68.0,0
77,82.0,0
77,95.0,0
77,93.0,0
77,76.0,0
77,99.0,0
77,89.0,0
77,91.0,0
77,92.0,0
77,85.0,0
77,107.0,0
77,75.0,0
77,70.0,0
77,96.0,0
77,106.0,0
77,112.0,0
77,100.0,0
77,98.0,0
77,94.0,0
77,102.0,0
77,104.0,0
77,103.0,0
77,105.0,0
77,109.0,0
77,115.0,0
77,119.0,0
77,120.0,0
77,111.0,0
77,116.0,0
77,117.0,0
77,108.0,0
77,129.0,0
77,118.0,0
77,110.0,0
77,123.0,0
77,114.0,0
77,121.0,0
77,125.0,0
77,122.0,0
77,126.0,0
77,124.0,0
77,128.0,0
77,113.0,0
78,21.0,1644
78,55.0,1402
78,48.0,1451
78,7.0,1305
78,101.0,1209
78,34.0,1402
78,127.0,1402
78,83.0,1548
78,97.0,1305
78,81.0,1548
78,77.0,1548
78,0.0,1918
78,1.0,1734
78,2.0,1893
78,3.0,1644
78,4.0,1402
78,5.0,1978
78,6.0,2010
78,8.0,2010
78,9.0,1788
78,10.0,1257
78,11.0,1694
78,12.0,1402
78,13.0,2017
78,14.0,1954
78,15.0,2016
78,16.0,1451
78,17.0,1857
78,18.0,1989
78,19.0,1989
78,20.0,1997
78,22.0,1070
78,23.0,1257
78,24.0,1893
78,25.0,2017
78,26.0,2017
78,27.0,1596
78,28.0,1402
78,29.0,1954
78,30.0,1644
78,31.0,1862
78,32.0,1420
78,33.0,1690
78,35.0,1997
78,36.0,1818
78,37.0,1978
78,38.0,1926
78,39.0,1777
78,40.0,1918
78,41.0,1451
78,42.0,1451
78,43.0,1989
78,44.0,1858
78,45.0,1926
78,46.0,1574
78,47.0,2010
78,49.0,1500
78,50.0,2016
78,51.0,1734
78,52.0,1451
78,53.0,2016
78,54.0,1353
78,56.0,1960
78,57.0,1451
78,58.0,1420
78,59.0,1989
78,60.0,1978
78,61.0,1960
78,62.0,1862
78,63.0,1926
78,64.0,1690
78,65.0,1574
78,66.0,1548
78,67.0,1574
78,68.0,1926
78,69.0,1858
78,70.0,1353
78,71.0,1893
78,72.0,2017
78,73.0,1997
78,74.0,1818
78,75.0,1997
78,76.0,1644
78,79.0,1989
78,80.0,1989
78,84.0,1960
78,87.0,2017
78,86.0,2016
78,85.0,1305
78,82.0,1978
78,88.0,2016
78,90.0,2010
78,96.0,1574
78,94.0,1997
78,91.0,1777
78,93.0,1978
78,92.0,1893
78,95.0,1989
78,89.0,1690
78,106.0,1862
78,108.0,1694
78,99.0,2007
78,110.0,1960
78,100.0,1978
78,98.0,1162
78,107.0,2016
78,112.0,1978
78,109.0,1548
78,104.0,2010
78,105.0,1402
78,103.0,1305
78,102.0,1858
78,121.0,1862
78,114.0,1209
78,111.0,1954
78,113.0,1305
78,118.0,1162
78,115.0,2010
78,120.0,1997
78,116.0,1734
78,117.0,1500
78,119.0,1893
78,126.0,1420
78,122.0,1353
78,128.0,2016
78,123.0,1858
78,124.0,1353
78,125.0,1777
78,129.0,1978
79,21.0,606
79,55.0,535
79,48.0,535
79,7.0,481
79,101.0,445
79,34.0,517
79,127.0,517
79,83.0,588
79,97.0,481
79,81.0,588
79,77.0,571
79,0.0,707
79,1.0,639
